pair_id,value
1.0,0.817467451095581
2.0,0.7196314334869385
3.0,0.2187308818101883
4.0,0.6642515659332275
5.0,0.7132000923156738
6.0,0.9714832305908203
7.0,0.4074440598487854
8.0,0.28954535722732544
9.0,0.6186192631721497
10.0,0.4712550640106201
11.0,0.47494128346443176
12.0,0.41921547055244446
13.0,0.7038850784301758
14.0,0.44253167510032654
15.0,0.7143669128417969
16.0,0.6642515659332275
17.0,0.6131173372268677
18.0,0.41847893595695496
19.0,0.8025262355804443
20.0,0.7037603855133057
21.0,0.6388421058654785
22.0,0.23704853653907776
23.0,0.5310367345809937
24.0,0.29497507214546204
25.0,0.5507869124412537
26.0,0.8510534167289734
27.0,0.47744953632354736
28.0,0.2398758977651596
29.0,0.7132000923156738
30.0,0.4610321819782257
31.0,0.5893617272377014
32.0,0.8319332599639893
33.0,0.9721571207046509
34.0,0.38787582516670227
35.0,0.7127886414527893
36.0,0.7770566344261169
37.0,0.8510534167289734
38.0,0.1428651362657547
39.0,0.8120222687721252
40.0,0.9759576916694641
41.0,0.6833505034446716
42.0,0.6869583129882812
43.0,0.9826624989509583
44.0,0.7770566344261169
45.0,0.7038850784301758
46.0,0.7357433438301086
47.0,0.5849525332450867
48.0,0.8565561175346375
49.0,0.3498896360397339
50.0,0.4967571496963501
51.0,0.37299296259880066
52.0,0.6221749186515808
53.0,0.7020501494407654
54.0,0.8565561175346375
55.0,0.20349788665771484
56.0,0.6291557550430298
57.0,0.16602833569049835
58.0,0.6797915697097778
59.0,0.12750378251075745
60.0,0.5414465069770813
61.0,0.3164620101451874
62.0,0.6833505034446716
63.0,0.4756694734096527
64.0,0.5414465069770813
65.0,0.41961613297462463
66.0,0.3191886842250824
67.0,0.7020501494407654
68.0,0.718210756778717
69.0,0.5281720757484436
70.0,0.5750299096107483
71.0,0.2097824513912201
72.0,0.602059543132782
73.0,0.626528799533844
74.0,0.7108009457588196
75.0,0.5524625778198242
76.0,0.5384252667427063
77.0,0.9973682761192322
78.0,0.9973682761192322
79.0,0.2989843487739563
80.0,0.14511051774024963
81.0,0.45077624917030334
82.0,0.7308105826377869
83.0,0.602059543132782
84.0,0.7196314334869385
85.0,0.6997458934783936
86.0,0.6711487174034119
87.0,0.5277533531188965
88.0,0.17219099402427673
89.0,0.5252057313919067
90.0,0.5252057313919067
91.0,0.8025262355804443
92.0,0.9759576916694641
93.0,0.20582807064056396
94.0,0.4849158227443695
95.0,0.6869583129882812
96.0,0.5995380282402039
97.0,0.599448561668396
98.0,0.4555772840976715
99.0,0.9826624989509583
100.0,0.5637607574462891
101.0,0.6797915697097778
102.0,0.45321711897850037
103.0,0.7849477529525757
104.0,0.5045636296272278
105.0,0.5709527730941772
106.0,0.7781898975372314
107.0,0.4846571981906891
108.0,0.40021687746047974
109.0,0.8700051307678223
110.0,0.7434025406837463
111.0,0.6250078082084656
112.0,0.2821044921875
113.0,0.7709445953369141
114.0,0.7059625387191772
115.0,0.48612821102142334
116.0,0.6125504374504089
117.0,0.7163718938827515
118.0,0.6694062352180481
119.0,0.653949499130249
120.0,0.7091691493988037
121.0,0.7372560501098633
122.0,0.4165235459804535
123.0,0.8700051307678223
124.0,0.6510106921195984
125.0,0.7849477529525757
126.0,0.5432944893836975
127.0,0.7147101163864136
128.0,0.7751941680908203
129.0,0.7196317911148071
130.0,0.6784655451774597
131.0,0.8615633249282837
132.0,0.5873467922210693
133.0,0.851819634437561
134.0,0.718787670135498
135.0,0.8615633249282837
136.0,0.609269917011261
137.0,0.6590149998664856
138.0,0.6423081159591675
139.0,0.6508345603942871
140.0,0.6212636828422546
141.0,0.6598320603370667
142.0,0.5815914273262024
143.0,0.6716762185096741
144.0,0.42547130584716797
145.0,0.796549916267395
146.0,0.7007958292961121
147.0,0.7781898975372314
148.0,0.4256860613822937
149.0,0.42325738072395325
150.0,0.669703483581543
151.0,0.7007958292961121
152.0,0.5588665008544922
153.0,0.7550297975540161
154.0,0.9986258149147034
155.0,0.3538011610507965
156.0,0.3471979796886444
157.0,0.7372560501098633
158.0,0.45552244782447815
159.0,0.7884137630462646
160.0,0.5033481121063232
161.0,0.5815914273262024
162.0,0.5873467922210693
163.0,0.7068083882331848
164.0,0.7821382284164429
165.0,0.7196735739707947
166.0,0.5709527730941772
167.0,0.3730861246585846
168.0,0.49165165424346924
169.0,0.5694059729576111
170.0,0.5124636292457581
171.0,0.4449629485607147
172.0,0.6344115734100342
173.0,0.7698020339012146
174.0,0.7091691493988037
175.0,0.5354229211807251
176.0,0.7361769080162048
177.0,0.5093948245048523
178.0,0.6573174595832825
179.0,0.5377906560897827
180.0,0.851819634437561
181.0,0.6249176859855652
182.0,0.8374847173690796
183.0,0.5525159239768982
184.0,0.9986258149147034
185.0,0.7821382284164429
186.0,0.745696485042572
187.0,0.522647500038147
188.0,0.7884137630462646
189.0,0.494515061378479
190.0,0.7550297975540161
191.0,0.751465916633606
192.0,0.838687002658844
193.0,0.5322649478912354
194.0,0.4708370864391327
195.0,0.7751941680908203
196.0,0.6557204127311707
197.0,0.6054577827453613
198.0,0.7189433574676514
199.0,0.8453818559646606
200.0,0.5330055952072144
201.0,0.8059085011482239
202.0,0.5352643728256226
203.0,0.5192543268203735
204.0,0.7311040163040161
205.0,0.7559159398078918
206.0,0.760842502117157
207.0,0.7218457460403442
208.0,0.6073862314224243
209.0,0.451437383890152
210.0,0.6013317108154297
211.0,0.8491707444190979
212.0,0.7638455033302307
213.0,0.7638455033302307
214.0,0.7320936322212219
215.0,0.6011861562728882
216.0,0.6750637888908386
217.0,0.8491707444190979
218.0,0.8059085011482239
219.0,0.832115650177002
220.0,0.694608747959137
221.0,0.6603406667709351
